#! FIELDS c file.free der_c
#! SET min_c -17.6777
#! SET max_c 733.234
#! SET nbins_c  426
#! SET periodic_c false
  -17.677700000 1199.265641888   -1.487596652
  -15.910848941 1194.467427865   -4.397247390
  -14.143997882 1181.367199125  -11.337017676
  -12.377146824 1150.176647801  -25.417623524
  -10.610295765 1085.662976909  -49.330245717
   -8.843444706  970.330515022  -82.343686239
   -7.076593647  793.534878156 -117.016679114
   -5.309742588  564.218467348 -139.058691685
   -3.542891529  318.676906787 -133.317759912
   -1.776040471  113.173130051  -94.067700952
   -0.009189412    0.000000000  -31.921855830
    1.757661647    0.205016397   30.019168634
    3.524512706   92.588164716   69.599726138
    5.291363765  227.616384833   78.325390308
    7.058214824  355.344378752   63.535376093
    8.825065882  447.053296627   40.039625132
   10.591916941  498.859079845   19.746573108
   12.358768000  521.407514631    7.069769614
   14.125619059  527.653552701    0.866863962
   15.892470118  526.687426568   -1.493561506
   17.659321176  523.536265220   -1.813553399
   19.426172235  520.906535349   -1.025415763
   21.193023294  520.246375569    0.004935906
   22.959874353  521.135162097    0.879640233
   24.726725412  522.842547592    0.923825640
   26.493576471  524.041273796    0.357617217
   28.260427529  524.110545649   -0.295964709
   30.027278588  523.305885133   -0.600288715
   31.794129647  522.342213557   -0.484963475
   33.560980706  521.773029318   -0.186034125
   35.327831765  521.685404334    0.019496982
   37.094682824  521.789411098    0.021559589
   38.861533882  521.764772518   -0.109407472
   40.628384941  521.505753116   -0.215908453
   42.395236000  521.153936591   -0.203494673
   44.162087059  520.923627882   -0.088347661
   45.928938118  520.918869560    0.036988417
   47.695789176  521.069484784    0.068943977
   49.462640235  521.165535929   -0.030108362
   51.229491294  520.994185745   -0.214167546
   52.996342353  520.477600138   -0.405330534
   54.763193412  519.695632926   -0.501846765
   56.530044471  518.884656219   -0.432439108
   58.296895529  518.338246135   -0.206581056
   60.063746588  518.259867121    0.071291410
   61.830597647  518.610004778    0.251516333
   63.597448706  519.117103603    0.250688689
   65.364299765  519.482517612    0.104504721
   67.131150824  519.565304402   -0.042503260
   68.898001882  519.477342287   -0.076976759
   70.664852941  519.434254899   -0.003415047
   72.431704000  519.546176533    0.081672039
   74.198555059  519.763236090    0.106341683
   75.965406118  519.991798758    0.114694607
   77.732257176  520.283648068    0.190925674
   79.499108235  520.799520684    0.354968491
   81.265959294  521.613989033    0.506426384
   83.032810353  522.558320005    0.484874165
   84.799661412  523.266604391    0.239680245
   86.566512471  523.424301162   -0.104193840
   88.333363529  523.032689315   -0.351893282
   90.100214588  522.398559274   -0.369761020
   91.867065647  521.940115659   -0.163619828
   93.633916706  521.969111062    0.162334840
   95.400767765  522.583954912    0.476278966
   97.167618824  523.660034703    0.671887539
   98.934469882  524.918956251    0.675072901
  100.701320941  526.016265112    0.501364034
  102.468172000  526.733373479    0.269617046
  104.235023059  527.117775417    0.154710200
  106.001874118  527.480462915    0.247081735
  107.768725176  528.149867788    0.476524792
  109.535576235  529.208821935    0.651031197
  111.302427294  530.413718110    0.631814425
  113.069278353  531.419400996    0.447017150
  114.836129412  532.077851961    0.277531399
  116.602980471  532.577990907    0.276439514
  118.369831529  533.228827981    0.430282085
  120.136682588  534.149869631    0.541688794
  121.903533647  535.086700991    0.437629538
  123.670384706  535.655753072    0.149743892
  125.437235765  535.743603616   -0.055535485
  127.204086824  535.729483532    0.051858241
  128.970937882  536.165673356    0.418514399
  130.737788941  537.221579444    0.684023629
  132.504640000  538.392348862    0.511463591
  134.271491059  538.853306379   -0.073495919
  136.038342118  538.195157228   -0.677750388
  137.805193176  536.785567965   -0.871171675
  139.572044235  535.486654783   -0.580096815
  141.338895294  534.917250463   -0.114126608
  143.105746353  535.032189033    0.145100315
  144.872597412  535.309826632    0.086967529
