#! FIELDS c file.free der_c
#! SET min_c -17.6777
#! SET max_c 1031.13
#! SET nbins_c  595
#! SET periodic_c false
  -17.677700000  518.597447658   -0.374919821
  -15.912030471  517.379211642   -1.121460100
  -14.146360943  514.015292374   -2.927986493
  -12.380691414  505.897230657   -6.661958897
  -10.615021886  488.831933542  -13.162524070
   -8.849352357  457.713658185  -22.467552207
   -7.083682828  408.776281267  -32.889710331
   -5.318013300  343.019923755  -40.800530192
   -3.552343771  268.668686672  -42.015999744
   -1.786674242  199.876043276  -34.478661592
   -0.021004714  150.865347104  -20.335060687
    1.744664815  128.582338255   -5.295657304
    3.510334343  129.151824694    4.777617374
    5.276003872  140.998921159    7.463547401
    7.041673401  152.233737363    4.680702743
    8.807342929  156.702044014    0.474323510
   10.573012458  154.921177026   -2.080667205
   12.338681987  150.714236365   -2.365148538
   14.104351515  147.223330350   -1.517031688
   15.870021044  145.246802143   -0.800474072
   17.635690572  144.064212302   -0.597973258
   19.401360101  143.046227371   -0.522404725
   21.167029630  142.452843950   -0.165118514
   22.932699158  142.809618683    0.589291806
   24.698368687  144.518152863    1.303111394
   26.464038215  147.189480535    1.638035021
   28.229707744  150.067294186    1.542063739
   29.995377273  152.545272911    1.215342568
   31.761046801  154.430551882    0.906035148
   33.526716330  155.889629077    0.746593332
   35.292385859  157.208291141    0.748340946
   37.058055387  158.621569728    0.840911872
   38.823724916  160.212673859    0.926061046
   40.589394444  161.886863671    0.927114059
   42.355063973  163.466203074    0.814587537
   44.120733502  164.786247033    0.656322672
   45.886403030  165.845065389    0.531668383
   47.652072559  166.752251281    0.483795175
   49.417742088  167.623049932    0.482462266
   51.183411616  168.494169550    0.474068289
   52.949081145  169.321676728    0.435018855
   54.714750673  170.048972463    0.359383974
   56.480420202  170.610597875    0.251063482
   58.246089731  170.962603432    0.124231899
   60.011759259  171.115503305    0.034275569
   61.777428788  171.183192539    0.037994520
   63.543098316  171.337693857    0.124830711
   65.308767845  171.659799064    0.209470400
   67.074437374  172.063265672    0.202848873
   68.840106902  172.373787951    0.116009983
   70.605776431  172.510928240    0.023297487
   72.371445960  172.536880498   -0.002220291
   74.137115488  172.588667906    0.048272883
   75.902785017  172.781870783    0.149878414
   77.668454545  173.177140594    0.276502785
   79.434124074  173.792376879    0.397216667
   81.199793603  174.577551540    0.456916575
   82.965463131  175.382440319    0.413570540
   84.731132660  176.026787768    0.282788650
   86.496802189  176.423173668    0.154602617
   88.262471717  176.667239694    0.122727476
   90.028141246  176.959336340    0.193918075
   91.793810774  177.410449874    0.283387105
   93.559480303  177.940757742    0.273254426
   95.325149832  178.326853202    0.123869296
   97.090819360  178.378586819   -0.086489409
   98.856488889  178.114490044   -0.210374697
  100.622158418  177.787492407   -0.146585671
  102.387827946  177.737036121    0.082616263
  104.153497475  178.139882047    0.342205583
  105.919167003  178.884314243    0.444087733
  107.684836532  179.587083822    0.287731347
  109.450506061  179.817721032   -0.069862157
  111.216175589  179.372903256   -0.441014506
  112.981845118  178.411663233   -0.628983588
  114.747514646  177.344791853   -0.565655772
  116.513184175  176.550275443   -0.342275989
  118.278853704  176.153381229   -0.148836943
  120.044523232  175.961134544   -0.123919692
  121.810192761  175.653132667   -0.267597264
  123.575862290  175.038384773   -0.441731691
  125.341531818  174.217776806   -0.474907524
  127.107201347  173.525923110   -0.299845176
  128.872870875  173.262970598   -0.019553194
  130.638540404  173.423591519    0.141704232
  132.404209933  173.629196129    0.020094786
  134.169879461  173.375129424   -0.358834002
  135.935548990  172.382215218   -0.772930109
  137.701218519  170.813006745   -0.974132141
  139.466888047  169.165299094   -0.861913733
  141.232557576  167.935974999   -0.536111610
  142.998227104  167.317349530   -0.202988115
  144.763896633  167.150118133   -0.045175347
  146.529566162  167.055953911   -0.115455553
  148.295235690  166.699262132   -0.322869465
  150.060905219  165.969393686   -0.512399199
  151.826574747  165.023245917   -0.548033589
  153.592244276  164.186158987   -0.389378497
  155.357913805  163.755176527   -0.109127942
  157.123583333  163.818930435    0.140162918
  158.889252862  164.174691345    0.197051736
  160.654922391  164.399737508   -0.007716386
  162.420591919  164.069559551   -0.410914601
  164.186261448  162.983140850   -0.824819560
