#! FIELDS c file.free der_c
#! SET min_c -17.6777
#! SET max_c 949.305
#! SET nbins_c  549
#! SET periodic_c false
  -17.677700000  938.856309579   -1.192483963
  -15.913133029  935.016318639   -3.522402791
  -14.148566058  924.541348031   -9.075741026
  -12.383999088  899.618650808  -20.336276485
  -10.619432117  848.086708494  -39.453712969
   -8.854865146  755.987745025  -65.828038282
   -7.090298175  614.915687038  -93.427320466
   -5.325731204  432.368758158 -110.593769371
   -3.561164234  238.275087296 -104.777996457
   -1.796597263   79.382970832  -70.882781836
   -0.032030292    0.000000000  -17.164344147
    1.732536679   19.291754466   37.393096959
    3.497103650  120.983684115   73.689702042
    5.261670620  263.308889434   83.212145401
    7.026237591  401.564518121   70.760660960
    8.790804562  507.273476779   48.480765836
   10.555371533  573.475645698   27.391622769
   12.319938504  607.829097320   12.747244223
   14.084505474  622.313610983    4.600443644
   15.849072445  626.597723087    0.792673215
   17.613639416  626.448102572   -0.688873017
   19.378206387  624.829460246   -1.005823621
   21.142773358  623.336904161   -0.860235757
   22.907340328  622.263180761   -0.371044682
   24.671907299  621.920763872   -0.060252225
   26.436474270  621.910827650   -0.001892415
   28.201041241  621.826991326   -0.135431920
   29.965608212  621.439983758   -0.324988158
   31.730175182  620.755055703   -0.460628917
   33.494742153  619.914418933   -0.494705991
   35.259309124  619.080166411   -0.462310309
   37.023876095  618.312259670   -0.430141001
   38.788443066  617.570811628   -0.438591633
   40.553010036  616.795365590   -0.463412088
   42.317577007  616.003447300   -0.442429646
   44.082143978  615.314325481   -0.345677131
   45.846710949  614.838784262   -0.211388532
   47.611277920  614.581787228   -0.112433646
   49.375844891  614.430208067   -0.096001008
   51.140411861  614.232175453   -0.155404820
   52.904978832  613.898702530   -0.244108160
   54.669545803  613.419052753   -0.317344389
   56.434112774  612.832845412   -0.364681202
   58.198679745  612.175562254   -0.400983095
   59.963246715  611.452673609   -0.435468747
   61.727813686  610.682661200   -0.451510951
   63.492380657  609.934131630   -0.408774572
   65.256947628  609.336222328   -0.277296516
   67.021514599  609.027648517   -0.089958862
   68.786081569  609.030644028    0.060057401
   70.550648540  609.187308192    0.067551948
   72.315215511  609.201472050   -0.100976666
   74.079782482  608.813389427   -0.362992133
   75.844349453  607.989402324   -0.567322136
   77.608916423  606.951628612   -0.600143685
   79.373483394  606.010140801   -0.470467030
   81.138050365  605.347105983   -0.306033282
   82.902617336  604.915773414   -0.223543662
   84.667184307  604.543497381   -0.224168069
   86.431751277  604.154302596   -0.228987544
   88.196318248  603.823091451   -0.156771109
   89.960885219  603.690447724   -0.005387895
   91.725452190  603.841907033    0.148059704
   93.490019161  604.205676192    0.218591231
   95.254586131  604.567340602    0.145028533
   97.019153102  604.647851857   -0.098829838
   98.783720073  604.185199914   -0.458573459
  100.548287044  603.089800218   -0.786573893
  102.312854015  601.578523265   -0.894894197
  104.077420985  600.166484263   -0.669184509
  105.841987956  599.424601802   -0.163100006
  107.606554927  599.656794116    0.386352616
  109.371121898  600.676749076    0.688685343
  111.135688869  601.885287060    0.591311443
  112.900255839  602.625758011    0.195067450
  114.664822810  602.605636025   -0.213694057
  116.429389781  602.067718728   -0.360774533
  118.193956752  601.569222045   -0.180355381
  119.958523723  601.552357704    0.142678372
  121.723090693  602.032279689    0.343074559
  123.487657664  602.651071789    0.298300204
  125.252224635  603.032896732    0.104068207
  127.016791606  603.093219512   -0.036871893
  128.781358577  603.059270033    0.006340447
  130.545925547  603.241652495    0.191525668
  132.310492518  603.786002448    0.395858020
  134.075059489  604.629292602    0.522789572
  135.839626460  605.606056056    0.551687764
  137.604193431  606.564743545    0.497053139
  139.368760401  607.359449248    0.365011109
  141.133327372  607.849061534    0.158049490
  142.897894343  607.942545770   -0.068519570
  144.662461314  607.698692258   -0.203263271
  146.427028285  607.377648863   -0.149458965
  148.191595255  607.321742682    0.087842553
  149.956162226  607.757424129    0.373062514
  151.720729197  608.604339518    0.529199889
  153.485296168  609.522745172    0.453736152
  155.249863139  610.129079294    0.194324957
