#! FIELDS c file.free der_c
#! SET min_c -17.6777
#! SET max_c 1914.76
#! SET nbins_c  1095
#! SET periodic_c false
  -17.677700000   -0.000000000   -0.000000000
  -15.911303565   -0.000000000   -0.000000000
  -14.144907130   -0.000000000   -0.000000000
  -12.378510695   -0.000000000   -0.000000000
  -10.612114260   -0.000000000   -0.000000000
   -8.845717824   -0.000000000   -0.000000000
   -7.079321389   -0.000000000   -0.000000000
   -5.312924954   -0.000000000   -0.000000000
   -3.546528519   -0.000000000   -0.000000000
   -1.780132084   -0.000000000   -0.000000000
   -0.013735649   -0.000000000   -0.000000000
    1.752660786   -0.000000000   -0.000000000
    3.519057221   -0.000000000   -0.000000000
    5.285453656   -0.000000000   -0.000000000
    7.051850091   -0.000000000   -0.000000000
    8.818246527   -0.000000000   -0.000000000
   10.584642962   -0.000000000   -0.000000000
   12.351039397   -0.000000000   -0.000000000
   14.117435832   -0.000000000   -0.000000000
   15.883832267   -0.000000000   -0.000000000
   17.650228702   -0.000000000   -0.000000000
   19.416625137   -0.000000000   -0.000000000
   21.183021572   -0.000000000   -0.000000000
   22.949418007   -0.000000000   -0.000000000
   24.715814442   -0.000000000   -0.000000000
   26.482210878   -0.000000000   -0.000000000
   28.248607313   -0.000000000   -0.000000000
   30.015003748   -0.000000000   -0.000000000
   31.781400183   -0.000000000   -0.000000000
   33.547796618   -0.000000000   -0.000000000
   35.314193053   -0.000000000   -0.000000000
   37.080589488   -0.000000000   -0.000000000
   38.846985923   -0.000000000   -0.000000000
   40.613382358   -0.000000000   -0.000000000
   42.379778793   -0.000000000   -0.000000000
   44.146175229   -0.000000000   -0.000000000
   45.912571664   -0.000000000   -0.000000000
   47.678968099   -0.000000000   -0.000000000
   49.445364534   -0.000000000   -0.000000000
   51.211760969   -0.000000000   -0.000000000
   52.978157404   -0.000000000   -0.000000000
   54.744553839   -0.000000000   -0.000000000
   56.510950274   -0.000000000   -0.000000000
   58.277346709   -0.000000000   -0.000000000
   60.043743144   -0.000000000   -0.000000000
   61.810139580   -0.000000000   -0.000000000
   63.576536015   -0.000000000   -0.000000000
   65.342932450   -0.000000000   -0.000000000
   67.109328885   -0.000000000   -0.000000000
   68.875725320   -0.000000000   -0.000000000
   70.642121755   -0.000000000   -0.000000000
   72.408518190   -0.000000000   -0.000000000
   74.174914625   -0.000000000   -0.000000000
   75.941311060   -0.000000000   -0.000000000
   77.707707495   -0.000000000   -0.000000000
   79.474103931   -0.000000000   -0.000000000
   81.240500366   -0.000000000   -0.000000000
   83.006896801   -0.000000000   -0.000000000
   84.773293236   -0.000000000   -0.000000000
   86.539689671   -0.000000000   -0.000000000
   88.306086106   -0.000042780   -0.000036007
   90.072482541   -0.000177757   -0.000137056
   91.838878976   -0.000651945   -0.000456606
   93.605275411   -0.002110537   -0.001329047
   95.371671846   -0.006030768   -0.003371586
   97.138068282   -0.015287923   -0.007491820
   98.904464717   -0.034167922   -0.014372789
  100.670861152   -0.067605722   -0.023811154
  102.437257587   -0.118764430   -0.033934708
  104.203654022   -0.186019172   -0.041403371
  105.970050457   -0.261636028   -0.043123908
  107.736446892   -0.335008633   -0.039088269
  109.502843327   -0.398658754   -0.033094693
  111.269239762   -0.454515496   -0.031255746
  113.035636197   -0.514484182   -0.038225358
  114.802032633   -0.595719787   -0.055012213
  116.568429068   -0.713369068   -0.079039392
  118.334825503   -0.877683955   -0.107276035
  120.101221938   -1.093860256   -0.137703969
  121.867618373   -1.365971016   -0.170693229
  123.634014808   -1.700057040   -0.208280399
  125.400411243   -2.106428330   -0.253032755
  127.166807678   -2.599557156   -0.306380111
  128.933204113   -3.192809176   -0.366005156
  130.699600548   -3.892875408   -0.425509139
  132.465996984   -4.692148781   -0.477127321
  134.232393419   -5.571348970   -0.515952332
  135.998789854   -6.509815348   -0.545046747
  137.765186289   -7.497098125   -0.573447276
  139.531582724   -8.541251651   -0.610599518
  141.297979159   -9.662411863   -0.659793740
  143.064375594  -10.875514373   -0.713145371
  144.830772029  -12.176128276   -0.755965306
  146.597168464  -13.530638237   -0.771677813
  148.363564899  -14.879413341   -0.748007339
  150.129961335  -16.147772095   -0.680822060
  151.896357770  -17.265075338   -0.579782720
  153.662754205  -18.188684916   -0.465824747
  155.429150640  -18.919431729   -0.365490439
  157.195547075  -19.498089574   -0.296174277
  158.961943510  -19.984737783   -0.260397439
  160.728339945  -20.434303943   -0.251977891
  162.494736380  -20.886226976   -0.262491492
  164.261132815  -21.367623443   -0.284367496
  166.027529250  -21.890971938   -0.308310271
  167.793925686  -22.446347281   -0.317230095
  169.560322121  -22.994793227   -0.298724727
  171.326718556  -23.485770033   -0.255483698
